review,sentiment
とにかく普通です。,neutral
宿の方々お世話になりました。,positive
清潔感もあって快適でした。,positive
と大興奮でした。,positive
大浴場が遠い。,negative
全部入りました。,neutral
寝るだけだし...,neutral
安いのでどうかな?,neutral
決め手は食事。,neutral
朝食も美味しかった~。,positive
かに食べ放題!,positive
接客業ですよね?,negative
どれをとっても最高でした!,positive
お盆期間に利用しました。,neutral
スタッフの接客が良かったです。,positive
朝食もすごく良かったです。,positive
結果として大変満足です。,positive
従業員の方も親切丁寧でした。,positive
風呂は少し狭い。,negative
総合的にお勧めのホテルです。,positive
全てに感動しました。,positive
食事もゆっくり出来ました。,positive
バスタオルも無いです。,negative
迷っていたが...,neutral
また行きたいと思える場所です。,positive
清潔で安心して泊まれます。,positive
シャンプーバーもよかったです。,positive
大変お勧めです。,positive
クリスマスの旅行で利用させていただきました。,neutral
大浴場もありがたい。,positive
最上階で眺めが良かったです。,positive
お水が美味しかったです。,positive
夕飯は食堂?,neutral
温泉は満足でした。,positive
清掃も完璧。,positive
夕食は部屋食でとても美味しかったです。,positive
不便はないです。,neutral
お値段も安くて良かったです。,positive
本当に良いホテルです!,positive
お部屋もキレイでした☆,positive
楽しい夕食でした。,positive
2回目の利用!,neutral
コスパ的に良かった。,positive
また利用したいと思えるホテルです!!,positive
また機会があれば利用したいですー。,positive
何から何までとても素敵でした。,positive
値段安い。,positive
今回は参りました。,negative
部屋の中は綺麗でした。,positive
)と思います。,neutral
部屋も古いです。,negative
ドライヤーがない。,negative
清潔感があり過ごしやすかったです。,positive
寝るだけの部屋です。,negative
絶対にリピートします。,positive
スタッフさんの対応が良かった。,positive
しっかり食べました。,positive
九州旅行で利用させていただきました。,positive
あいにくの天気でしたが楽しく過ごせました。,positive
また利用したいと思いますよ。,positive
部屋はとても綺麗で広かったです。,positive
朝食はうまい!,positive
清掃も行き届いており快適に過ごせました。,positive
立地もよくまた利用したいです。,positive
部屋も綺麗で居心地良かったです。,positive
お風呂は二つ。,neutral
夕食のステーキがとても美味しかったです。,positive
露天風呂が狭い。,negative
洋食か?,neutral
駅から近いので便利だと思います。,positive
部屋が広くてのんびりできました。,positive
サービスが悪い。,negative
クローゼットはありません。,negative
スタッフの皆様に感謝します。,positive
いい気分でした。,positive
部屋もカビ臭い。,negative
ワインもリーズナブルでした。,positive
スタッフの皆様ありがとう。,positive
とても清潔で気持ちよかったです。,positive
海の幸満載。,positive
部屋も広くて綺麗で◎,positive
最後に食事。,neutral
総合点は4.,neutral
朝食は評判通り。,positive
思わずおかわりしてしまいました。,positive
温泉の質は最高です。,positive
部屋は清潔で広さも十分。,positive
入浴剤もありました。,positive
朝食が満足でした。,positive
とてもお腹いっぱいになりました。,positive
むしろ良い。,positive
会場も広かったです。,positive
大浴場も広く綺麗でした。,positive
全体的に良い印象でした。,positive
全てが普通です。,neutral
ビジネス利用で宿泊しました。,neutral
総合的に大満足のホテルでした。,positive
駅にも近く最高でした。,positive
まぐろ美味しかったです。,positive
消臭剤がない。,negative
それで十分です。,neutral
・部屋が広い!,positive
1泊目。,neutral
タバコの匂いは気になりませんでした。,neutral
部屋もきれいで気に入りました。,positive
とても喜んでもらえました。,positive
とても丁寧な対応をしていただきました。,positive
全体的に期待外れでした。,negative
品数が少ないです。,negative
部屋も広々としていました。,positive
また利用させて頂きたいと思えるホテルでした。,positive
ロビーのアロマ?,neutral
それ以外は気になりませんでした。,neutral
冷房なのか?,neutral
5畳?,neutral
アメニティ助かりました。,positive
妻がとても喜んでいました。,positive
くらいに利用させて頂きました。,neutral
いつも通り良かったです。,positive
接客は良かったのですが...,negative
泊まって良かったです(*^^*),positive
食事も美味しくてお腹いっぱい。,positive
まあまあ綺麗です。,positive
本当にびっくりでした。,neutral
これ重要。,neutral
朝食も最高!!,positive
値段もリーズナブルだし。,positive
友達と一泊で利用しました。,neutral
やはり便利です。,positive
大人も大満足。,positive
部屋も清潔でアメニティも充実しています。,positive
景色もいまいち。,negative
駅直結でアクセス良好。,positive
朝御飯も美味しい。,positive
施設が新しい。,positive
(いい意味で),neutral
何とかならないでしょうか。,neutral
良いビジネスホテルです。,positive
部屋は問題なし。,neutral
温泉に入りたくて利用させていただきました。,positive
ホテルの方に宿泊しました。,neutral
夫婦で旅行。,neutral
朝ごはんもお腹いっぱいになりました。,positive
満足感あり。,positive
夕食のボリュームにびっくり。,positive
全体的にレトロな雰囲気。,neutral
素泊まり利用。,neutral
改善して欲しいところです。,negative
もちろん利用させていただきました。,neutral
夏休み利用しました。,neutral
残念だったのは大浴場。,negative
大浴場も広々。,positive
部屋は広くて快適だった。,positive
この値段でこの量!?,positive
量も丁度良く美味しく頂きました。,positive
朝食も美味しくまた利用したいと思います。,positive
また機会があれば利用させて頂きます♪,positive
値段も普通。,neutral
料理もおいしくお腹いっぱいになりました。,positive
部屋はきれいで良かった。,positive
温泉は驚きです。,positive
とても楽しい時間を過ごしました。,positive
コンビニが近いのも助かりました。,positive
洋室に泊まりました。,neutral
お誕生日旅行で利用しました。,neutral
湯が良かったです。,positive
うまかったなぁ。,positive
広くてよかった。,positive
特に問題はないと思います。,neutral
広さは充分でした。,positive
親孝行旅行で利用しました。,neutral
朝食はこんなもんかな?,negative
夜は静かでゆっくり眠れました。,positive
おもてなしの宿でした。,positive
お寿司も美味しかったです。,positive
って感じで利用しています。,neutral
部屋は良いです。,positive
きれいで快適に過ごせました。,positive
種類も豊富でびっくりしました。,positive
温泉はぬるかったです。,negative
外観も素敵です。,positive
これがまた気持ちいい。,positive
お代わりしてしまいました。,positive
総合して満足でした。,positive
お部屋は広くてとても良かったです。,positive
久しぶりに出張で利用させていただきました。,neutral
)朝食も美味しかったです。,positive
また近いうちにお世話になると思います。,positive
次回もまたよろしくお願いします!,positive
ベッドは快適です。,positive
食事は素晴らしいですね。,positive
朝食の焼きたてパン美味しかったです。,positive
温泉も気持ちが良かった。,positive
貸し切り露天風呂良かったです。,positive
お風呂もとてもよかったです!,positive
接客も良く料理も美味しかったです。,positive
お酒もリーズナブルです。,positive
近くてとても便利です。,positive
部屋も広いし最高でした。,positive
コストパフォーマンスは妥当。,neutral
朝から気分が良かったです。,positive
主人と二人で利用させていただきました。,neutral
立地が良くて助かりました。,positive
秋にまた行きたいと思います。,positive
何も不満はありませんでした。,positive
食べたかったので嬉しかったです。,positive
食事も申し分ないです。,positive
本当におなかいっぱいになりました。,positive
全体的に大満足の宿でした。,positive
エアコンがない。,negative
味はよかったですが。,neutral
とても広い部屋でした。,positive
朝食のバイキングもどれも美味しかったです。,positive
ホコリがすごいです。,negative
立地が良く清潔でした。,positive
最初から最後まで大満足でした。,positive
また出張時利用させて頂きます,positive
清潔でゆっくり過ごすことができました。,positive
本当に絶品でした。,positive
また利用したいと思えました!,positive
ビジネスプランで利用しました。,neutral
レンタル自転車もありました。,neutral
「大丈夫ですか?,neutral
通ります。,neutral
最高のひとときでした。,positive
清掃はまずまず。,neutral
ステーキ最高!,positive
しかも掛け流し。,neutral
久しぶりの京都。,neutral
とても満足のいく旅行でした。,positive
また来たい宿ですね。,positive
立地は良いかと思います。,positive
とても気持ちよく利用出来ました。,positive
本当に疲れが取れます。,positive
トータルで大満足です。,positive
また泊まってみたいホテルです,positive
」と思ってしまいます。,neutral
フロントの対応もよく快適でした。,positive
そして静か。,positive
出張のために利用させていただきました。,neutral
浴衣も可愛かったです。,positive
ホテルがとても綺麗でした。,positive
接客もとても素晴らしかったです。,positive
お風呂も満足です!,positive
また絶対に行きたい宿です!,positive
また必ずお世話になりたいです。,positive
どのお料理もとてもおいしかったです。,positive
温泉に行きたい!,positive
臭いもない。,positive
と思うレベル。,neutral
お部屋は広くて景色も良かったです。,positive
満腹満腹。,positive
コンビニも近く良かったです。,positive
大変満足した一泊でした。,positive
清潔感がありません。,negative
駐車場が改装中?,neutral
ハイシーズンなのか?,neutral
お風呂綺麗です。,positive
そして夜鳴きそば。,neutral
ごはんも美味しかったです!,positive
料理も美味しくて最高でした。,positive
よかったよ。,positive
リピーターが多いと思います。,positive
ご飯も大満足でした。,positive
マラソン大会で利用しました。,neutral
出張でまた利用したいです。,positive
部屋のお風呂も綺麗でした。,positive
落ち着いてゆっくりできました。,positive
風呂も広め。,positive
夏にまた行きたいと思います。,positive
露天は良かったです。,positive
女将さんへ。,neutral
子供達は喜んでいました。,positive
チェックアウトまでゆっくりできました。,positive
部屋は静かです。,positive
お風呂も使い勝手が良かったです。,positive
ただ......。,neutral
満足の旅行でした。,positive
また泊まりたいね!,positive
泉質は申し分ありません。,positive
朝食は手作り?,neutral
古いけど清潔感はありました。,neutral
フロントの方の対応も良く気持ち良く利用できました。,positive
スープもとても美味しかったです。,positive
なかなか良いホテルだと思います。,positive
スタッフの方も好印象でした。,positive
フロントの方がとても好印象でした。,positive
抜群のロケーション。,positive
部屋も清潔で良かったと思います。,positive
そしてそして。,neutral
^ありがとうございました☆,positive
最高の宿だと思います。,positive
接客も丁寧で気持ちいいです。,positive
冷蔵庫の中に髪の毛が...,negative
是非次回も利用します。,positive
アメニティも充実しておりました。,positive
家族みんなでくつろげました。,positive
どれも美味しくお腹いっぱいになりました。,positive
これホント!,neutral
館内が綺麗だった。,positive
また機会があればまた利用したいです。,positive
門限もありません。,neutral
まったく問題なし。,positive
あまり期待はしていませんでした。,negative
ツインの部屋を利用させていただきました。,neutral
部屋が広く清潔感がありました。,positive
全体的に良いのですが...,neutral
スタッフの皆さんも素晴らしいです。,positive
本当にゆっくり休めました。,positive
近くにコンビニや飲食店もあり便利です。,positive
本当に安い!,positive
かなり広いです。,positive
仕事でよく利用しています。,positive
何度も利用させてもらってます!,positive
私はまた利用したいと思いました。,positive
お部屋も清潔でゆっくり休めました。,positive
泉質最高です。,positive
お魚が美味しかったです。,positive
駐車場が無料で利用できました。,positive
無言で残念。,negative
清掃は行き届いていたと思います。,positive
清潔感があってとてもよかったです。,positive
家族風呂は最高でした。,positive
3つで。,neutral
2風呂とトイレが別。,positive
スタッフの方はとても感じが良かったです。,positive
・カレーは。,neutral
でも使わず。,neutral
部屋は清潔感がありゆっくり過ごせました。,positive
大変満足な旅行になりました。,positive
シルバーウィーク利用させていただきました。,neutral
おもてなしが。。,negative
全体的に凄く良かったです。,positive
料理は文句なしです。,positive
今後また利用したいと思います。,positive
朝食はパンのみ。,neutral
フロントの方が感じ良かったです。,positive
ノありがとうございました!,positive
貸切風呂がよかったです。,positive
スープもない。,negative
清潔感とてもきれいでした。,positive
お風呂は広くてとても良かったです。,positive
近々また利用させて頂きます。,positive
今回もおいしくいただきました。,positive
朝食も美味しかったでした。,positive
次回は母を連れて行きたいです,positive
熊野に来るときはまた利用したいと思います,positive
もうとまりません,negative
とてもいい滞在になりました。,positive
湯河原大好きです。,positive
それ以外はそこそこ良かったです,positive
いつもながら満足です。,positive
スイートに泊まりました。,neutral
廊下が寒い。,negative
というのはとても良かったです!,positive
アメニティーも豊富でした。,positive
)のが気になりました。,negative
部屋もきれいでまた利用したいです。,positive
家族もとても喜んでいました。,positive
そばは絶品!,positive
あと狭いのと。,negative
長野に泊まりました。,neutral
それでいて旨い!,positive
大浴場があるのでよかったです。,positive
最高でしたぁ。,positive
大浴場もあってゆっくりできました。,positive
全て美味しく素晴らしい。,positive
布団もフカフカ。,positive
朝食はとても美味しかったです!!,positive
と思う所でした。,neutral
接客も言うことなしです。,positive
量もちょうどよかったです!,positive
とても美味しく便利でした。,positive
高松駅のすぐそば。,positive
部屋に到着。,neutral
朝食も気に入ってます。,positive
部屋は広くて問題なし。,positive
大浴場があるので決めました。,positive
アジの開き最高でした。,positive
駅からも近く便利だと思います。,positive
フロントの方も丁寧で良かった。,positive
是非機会があれば。,neutral
朝食最高です!,positive
露天風呂は小さめ。,negative
とにかく駅に近くて便利。,positive
総合的には良い宿です。,positive
食事はお腹いっぱいになりました。,positive
アメニティ満足しています。,positive
結論から言うとまた利用したいです。,positive
部屋も清潔感があり快適です。,positive
電車だと思います。,neutral
お部屋は以前と変わらず。,neutral
次に夕食。,neutral
朝食を利用しました。,neutral
有難かったですー。,positive
食事とても美味しかったです。,positive
朝食はホテルで。,neutral
駅から近く最高の立地。,positive
お風呂など気持ちよかったです。,positive
」。??,neutral
という具合。,neutral
中に入るとあれ?,neutral
ホテルは快適でした。,positive
改善希望。,negative
ホテルが少し古い?,negative
とても食べられませんでした。,negative
もなかなか良い。,positive
フロントの方は丁寧に対応してくれました。,positive
しかもいつまでも!,neutral
清掃も行き届いていて気持ちよかったです。,positive
全ていいな!,positive
フロントの対応も悪い。,negative
是非また行きたい!!!,positive
交通の便は最高ですね。,positive
フグに泊まりました。,neutral
朝食は種類も多く美味しいです。,positive
気分良く過ごすことができました。,positive
駐車場も近く助かりました。,positive
当日限定★,neutral
とても綺麗なお部屋でした!,positive
また是非行ってみたいと思います。,positive
駐車場も広く便利でした。,positive
朝食のパンがとても美味しかったです!,positive
両親を連れての旅行で利用しました。,neutral
海鮮は...,neutral
場所が便利。,positive
コスパ的には満足でした。,positive
良かったね~,positive
改善を期待します!,negative
フロントの対応がイマイチでした。,negative
やや残念。,negative
母親との旅行で利用させていただきました。,neutral
接客態度は良かった。,positive
総じて満足できました。,positive
駅から近くとても便利でした!,positive
また次回も泊まりたいホテルです。,positive
スタッフの接客も大変良かったです。,positive
朝食バイキングは普通かな?,neutral
気遣いが素晴らしい。,positive
お部屋はとても清潔。,positive
これだけでも満足です。,positive
部屋は広くてゆったりできます。,positive
スタッフの方の対応はとても良かったです!,positive
ちょっとカビ?,negative
セキュリティー大丈夫?,negative
これもよかったです。,positive
清潔感がありとても満足です。,positive
場所はとても良いです。,positive
また行きたいところでした。,positive
周りも静かでよく眠れました。,positive
場所も良かったです。,positive
毎月利用させてもらってます。,positive
ただ朝食の時。,neutral
次回も是非お世話になります。,positive
に浸かってゆっくり寛げました。,positive
本当に温泉?,negative
朝食も美味しくてたくさんいただきました。,positive
コンビニも近くてとても便利です。,positive
大丈夫なの?,negative
次回またお世話になります。,positive
景色がいい。,positive
疲れが取れますね。,positive
またいつか行きたいと思います!,positive
食事が最高!,positive
一番良かったのは夕食。,positive
フロントの人も親切です。,positive
対策をお願いしたいです。,negative
お部屋も広くてゆったりできました☆,positive
豆乳豚しゃぶ(?,neutral
会社の出張で利用させて頂きました。,neutral
今回連泊させていただきました。,neutral
部屋はとても綺麗で大満足。,positive
お部屋が広くて清潔でした。,positive
』と話していました。,neutral
問題は夕食。,negative
新鮮でおいしかったです。,positive
味付けも丁度良かったです。,positive
駅から近いし便利でした。,positive
従業員の方々の対応は良かったです。,positive
朝食のクロワッサンがおいしかったです。,positive
施設は新しく快適です。,positive
お部屋も広くゆったり出来ました。,positive
フロント対応も丁寧です。,positive
焼きたてパンも美味しかったです。,positive
アメニティはとても良かったです。,positive
朝食がおいしかったです^,positive
とてもキレイで良かったです。,positive
調整した方が良いと思います。,neutral
お風呂も素敵です。,positive
お部屋はとても広く快適でした。,positive
部屋からの景色も満足です。,positive
ロケーションは良いです。,positive
ここをよろしくお願いします。,positive
景色もきれいでした。,positive
お風呂は普通ですが...,neutral
部屋のお風呂は良かったです。,positive
心遣いに感謝いたします。,positive
お風呂が小さい。,negative
部屋自体は満足です。,positive
年末の旅行で利用させて頂きました。,neutral
立地条件も最高。,positive
2度目の利用です♪,neutral
窓からの景色が最高でした。,positive
全体として満足しています。,positive
夕食はスタンダード?,neutral
露天風呂に感動。,positive
スタッフの対応も丁寧で親切でした。,positive
値段も手頃だと思います。,positive
静かで清潔でした。,positive
またお伺いしますので宜しくお願いします,positive
と思えた宿でした。,neutral
広くて気持ち良かったです。,positive
特筆すべきはお風呂です。,positive
朝食大満足。,positive
オーナーさんかな?,neutral
接客も大変満足です。,positive
ちょっと安心。,positive
私だけかな?,neutral
まぁ仕方ないですね。,negative
接客も丁寧で好印象です。,positive
本当に気持ちよく滞在できました。,positive
とも思っています。,neutral
大変面倒くさい。,negative
大浴場が気持ちよかった。,positive
また機会があればまた泊まりたいと思います。,positive
また次もお世話になりたいと思います。,positive
結婚記念日で宿泊させていただきました。,neutral
その他は満足してます。,positive
と思わせる内容でした。,neutral
また是非機会あれば利用させていただきたいと思います,positive
特にクロワッサン!,neutral
スタッフの対応もいいですね。,positive
機会があったらまた伺います。,positive
東京観光のため利用しました。,neutral
味も微妙。,negative
て思います。,neutral
部屋からの眺め最高!,positive
従業員の方の接客もよかったです。,positive
冷蔵庫あります。,neutral
友人との旅行で使いました。,neutral
価格を考えれば概ね満足です。,positive
GWの利用でした。,neutral
なんて感じました。,neutral
という雰囲気でした。,neutral
お部屋はきれいで快適に過ごせました。,positive
スタッフさんの対応は素晴らしかったです。,positive
露天風呂よかったです。,positive
清潔感◎。,positive
ビジネスホテルみたいでした。,neutral
とてもリーズナブルでよかったです。,positive
風呂が狭かった。,negative
部屋は広くてのんびり出来ました。,positive
部屋もよし。,positive
部屋は広めできれいでした。,positive
ロビーのコーヒーサービスも良かったです。,positive
仕事の都合で一泊しました。,neutral
紅葉の季節にまた伺いたいです。,positive
さて夕食。,neutral
フロントの方の対応も満足です。,positive
問題は駐車場。,negative
記念日に泊まりました。,neutral
お部屋も広くて満足でした。,positive
トータル良かったです。,positive
館内は清潔感があります。,positive
フロントが親切でした。,positive
お部屋もとても綺麗で申し分ありません。,positive
部屋からの眺めもよかった。,positive
(ツイン),neutral
朝食も美味しくいただいています。,positive
ご飯も美味しくて良かったです。,positive
接客サービスはとても良かったです。,positive
食事はちょっと..,negative
フロントの方も親切で好感が持てました。,positive
夜も静かで快適に過ごせました。,positive
花火大会で利用させていただきました。,neutral
(副?,neutral
夕食も素晴らしかったです!,positive
京都旅行の際に利用させていただきました。,neutral
接客もまずまずでした。,positive
刺身は美味しかったです。,positive
眺望も最高でした。,positive
驚いたのは朝食でした。,neutral
とても綺麗で大満足でした。,positive
ご検討宜しくお願いします。,neutral
朝食バイキングも大満足でした。,positive
湯は良かったのに。,neutral
中はとても綺麗でした。,positive
三連休で利用しました。,neutral
お料理はどれもとても美味しかったです。,positive
お部屋は広々としていました。,positive
フロントの対応も丁寧で満足です。,positive
清潔感あふれるホテルです。,positive
ツイン利用。,neutral
評価が良かったので利用しました。,neutral
確認してほしいです。,neutral
もう二度と泊まらない。,negative
フロントの方の接客が良いです。,positive
ベッドが広くて良かった。,positive
お風呂も良かったですよー。,positive
どちらも大満足でした。,positive
お勧めなホテルです。,positive
クリスマスオススメです。,positive
フロントの方の接客も良かったと思います。,positive
離れの部屋を予約しました。,neutral
お部屋もとても綺麗で満足です。,positive
朝食は充実。,positive
フロントの対応は良。,positive
本当に素晴らしかったです!,positive
お部屋も広くて寛ぐことができました。,positive
味もよし!,positive
気持ちの良い接客ありがとうございました。,positive
参りましたって感じです。,neutral
楽しみにしてたのに残念です。,negative
お部屋はごく普通。,neutral
おいしかったよ。,positive
とても楽しく過ごすことが出来ました。,positive
2朝食...,negative
シャワールームも綺麗でした。,positive
今後もリピートします。,positive
部屋もきれいでしたよ。,positive
大浴場は満足しました。,positive
部屋もきれいで静か。,positive
ゆったり過ごす事ができました。,positive
朝食も大満足です!,positive
総合的にはまた利用したいと思います。,positive
大変有り難うございました。,positive
風呂は快適でした。,positive
接客がとてもよかったです!,positive
夜遅くのチェックインでした。,neutral
ビジネスに利用しました。,positive
フロントの対応も申し分ありません。,positive
最高のお宿でした!,positive
機会があれば、また利用したいです,positive
大浴場で疲れが取れました。,positive
早速ですが...,neutral
露天も最高でした。,positive
全部おいしく頂きました。,positive
是非ともまた泊まりたいです。,positive
部屋も綺麗で申し分なし。,positive
とにかく温泉。,neutral
ホテルもキレイでした。,positive
お風呂はちょっと狭いかな?,negative
部屋は広めでよかったです。,positive
野球観戦で利用。,neutral
接客もよくまた利用したいと思います。,positive
シングルで利用。,neutral
仕事の関係で連泊しました。,neutral
朝食も夕食も満足です。,positive
フロントの方の接客は良かった。,positive
子供連れの旅行でした。,neutral
二回入りました。,neutral
スタッフ最高!,positive
部屋も綺麗で使いやすく。,positive
平均的なホテルです。,neutral
可もなく不可もなくって感じ。,neutral
露天風呂が気に入りました。,positive
その時はまた利用したいと思います。,positive
それを除けば最高でした。,neutral
昨年に続き二度目の宿泊でした。,positive
・接客。,neutral
大浴場よかったです。,positive
寝るだけには十分です。,positive
清潔感が良かったです。,positive
バイキングがよかったです。,positive
旅行で一泊利用しました。,neutral
とにかくいいホテルです。,positive
値段も安くまた利用したいと思います。,positive
初の利用です。,neutral
とにかく便利なホテルです。,positive
週末にお世話になりました。,neutral
サービスも良いと思います。,positive
不自由なく快適に過ごせました。,positive
年に数回利用させていただいてます。,neutral
本当に感激です。,positive
値段相応の宿でした。,neutral
過去に何度も利用しています。,positive
本当にオススメします!,positive
お風呂はまぁまぁ。,neutral
もう行かないな。,negative
オススメですね。,positive
朝ご飯はバイキング。,neutral
部屋も清潔で満足。,positive
彼氏と初めての旅行でした。,neutral
今回も一人旅で利用させていただきました。,neutral
駐車場が不便でした。,negative
コンビニもあるので便利でした。,positive
朝は普通。,neutral
安く泊まれて満足でした。,positive
またリピートしたい。,positive
朝食も最高においしかったです。,positive
お風呂は広くて綺麗です。,positive
温泉はとても良かったと思います。,positive
接客も好感が持てます。,positive
これはお薦めです。,positive
夕食も美味しく良かったです。,positive
初めてこちらを利用させて頂きました。,neutral
温泉の泉質もよかったです。,positive
温泉は何度も入りました。,positive
今回出張の際に利用しました。,neutral
大変美味しく頂けました。,positive
清潔感抜群です。,positive
ベッドが快適でした。,positive
ですがまた利用したいと思います。,positive
友人との旅行で利用いたしました。,neutral
朝食も無料で助かります。,positive
次回もぜひ利用させてもらいます。,positive
アクセスはいいと思います。,positive
フロントも丁寧。,positive
量的にも丁度良かったです。,positive
料理も素晴らしい。,positive
立地は駅から遠く不便で、夜タクシーを読んでもらう時のホテルの対応が悪かったです。,negative
廊下やお部屋も綺麗でお風呂も綺麗でした。,positive
ただ窓を開けて網戸をしても隙間だらけなんで蚊が凄かったです。,negative
最近は、お安いプランでも美味しいバイキングのところが多いので、ここまでひどいものにはびっくりでした。,negative
生年月日もチェックインの用紙に記入しただけで言って無かったので用紙を細かく見て頂けていると感じました。,positive
部屋やお風呂の広さは確かに広くはないが、十分ではないかな。,neutral
つくばマラソンの前泊にて利用しました。,neutral
温泉も食事も素晴らしく、宿泊をのんびり楽しむことができました。,positive
まず着いてからラウンジで梅ゼリーとお茶を頂きました。,positive
チェックイン・カウンターからロビーの空間はそれほど広くはありませんでしたが、吹き抜けになっていて開放感がありました。,positive
お風呂のアメニティが私にはあっていて備え付けのシャンプーだとごわつくのですがしっとり。,positive
地下のお風呂の洗い場が3つなので混むとちょっと大変。。。,negative
駅前で利用しやすいですが、周辺が開発途中なのか、夜間に飲食店を探すのが一苦労でした。,negative
久しぶりの「昼神温泉」最高でした宿もスタッフさんの心配りや食事など大変良かったと思いましたまた、是非ともお邪魔させて頂きたく思います。,positive
分かりやすい看板などあるといいと思います。,negative
横浜駅から近いのでまた、利用したいです。,positive
】おかげで車内が美味い香りに包まれました。...,positive
施設や館内の設備は古くてシンプルですがお風呂など水回りも清潔に手入れされています。,positive
身体の大きな私には窮屈でした。,negative
喫煙ルームには空気清浄機が欲しかったです。,negative
記念日のケーキは味はとても美味しかったんですが、見た目がちょっと溶けてた?,neutral
ラグーナテンボスにもほどよく近く、海も目の前、豊橋の市街地からも少しだけ離れているのでリゾート気分が味わえました!,positive
こんな時トレインビューならまったり過ごせたのですが、ものは考えようで、その日は昼まで予定を入れていなかったこともあり、チェックアウトギリギリまで休んでいることにしました。,neutral
子供達は洋食をイメージしていたらしく、和食が運ばれて来た時は、?,negative
また下呂に行く際は泊まりたいと思える宿でした。,positive
特にきんめの煮付けは脂がのっていて美味しかったです。,positive
家族全員、このホテルが大のお気に入り♪,positive
私は年に20回は温泉に行く旅行好きです。,positive
建物は古いですが綺麗に掃除されてます。,positive
特に夕食のお寿司屋さんとのコラボは最高でした。,positive
コスパの優れたホテルだと思います。,positive
遅い時間にもかかわらず丁寧に、親切に対応して下さった運転士さんに感謝です。,positive
色々なお風呂に、貸し切り状態でのんびり入れました。,positive
温泉の札運用お願い致します。,neutral
地球の環境を守る、ゴミ減らすの事私も知っていますがせめてヘアブラシをお願いしたいです。,neutral
お料理の質が下がったように感じました。,negative
品数も多く、和食洋食どちらでも満足すると思います。,positive
昼は遊びに行くので狭いのとかも気になりませんし、周りに飲食店やコンビニもあるので便利です。,positive
まず朝の部屋から見る湖の景色は最高でした。,positive
一番困るのがホテルの選択でした。,neutral
渋温泉は、初めてで、外湯を楽しめたので、満足です。,positive
テレビが大きいのも嬉しいところ。,positive
築地も近く、楽しい宿泊が出来ました。,positive
土曜日の宿泊で、どこも空いていなくここに予約。,neutral
夕方の地元のミュージシャン?,neutral
恒例の母娘夏旅行。,neutral
お出迎え、フロントでの受け付けなどスムーズでスタッフさん達完璧でした。,positive
この料金で懐石料理を食べた事は今までなくて、小学生の息子(6歳)にも大人と同じ物を用意されていてびっくりでした(笑),positive
まるで関東圏のスーパーのようなネーミングだったので、本当に泊まれるのか?,neutral
こどももとても喜んで露天風呂と内風呂を何回も往復していました♪,positive
ホテルのパティセリのクロワッサン美味しかったです。,positive
ご飯とお味噌汁がセルフなので、そちらで調整かな。,neutral
駅のすぐ目の前であり、部屋の広さもほどほどあり、バイキング朝食の種類もある程度豊富であり美味しいです。,positive
立地も、非常に良く、ベッドも、寝心地いいです。,positive
金額的にも安く立地も古町のすぐ近くということで、飲み会などでの利用にも便利です。,positive
ホテル側の配慮で何とかならないかな?,negative
飾り気はないけれど木目を基調とした部屋や広いお風呂とアメニティのタオル(体を洗う用の)に、まず気持ちを持っていかれました。,positive
温泉がないですが、お風呂があります。,neutral
地酒も美味しいし、文句のない大満足でした。,positive
どのスタッフも笑顔で迎えてくれて、レストランでは依頼前に子供用椅子を持ってきてくれる、雨天の散歩に行く際の傘の無料貸し出しなど、親切な対応でした。,positive
仕事で疲れててイライラしてましたが、すごくリフレッシュになったとお礼言われめした。,positive
朝、お風呂の時間と食事の時間が重なっていますので、通路と食堂の間についたてを置いてください。,negative
普段はどんなに温泉に入ってもすぐに足が冷たくなるため驚きでした。,positive
食事を食べる場所が、他の宿泊客と一緒なので、うるさい方がいると折角の美味しい食事が残念になりますね。,negative
車で数分のところにモザイクがあったり、立地はかなり良いので、また泊まりたいと思います。,positive
札幌市内住みですが、たまには食事をした後にタクシーで帰るのではなく、格安ホテルに泊まって満喫しようとこちらを利用しました。,neutral
到着時間を直前に変更したのですが、きちんと対応して頂きました。,positive
チェックアウトもポストイン出来る様なシステムにして下さればいいのにと毎回思っております。,negative
また競馬観戦の機会があれば利用したいと思います。,neutral
お風呂は広くはありませんが清潔感があり雰囲気も良く満足です。,neutral
ベッドを並べてのツインなので広々と使えるし、その分部屋にも空間ができて快適です。,positive
また羽田から出発する際には、利用したいと思います。,positive
朝食はそれなりに選べて良かったかなと思います。,positive
もあるかも知れませんが、出張や一人旅ならば、断然お勧めなホテルです。,positive
お風呂が広いので毎回入浴が楽しみです。,positive
さすが温泉ですね。,positive
次は改善されてたらいいな。,negative
部屋か綺麗で接客も良く周りの雑音も気にならないフロアに泊まれて満足。,positive
他のお客は気にならないのでしょうか?,negative
到着してすぐに案内されたのは、こたつのある温かくてとてもぬくもりのある部屋でした。,positive
他の方の口コミどおり、清潔感のあるホテルでした。,positive
子供は2人で小学1年と幼稚園年少です。,neutral
お風呂は体の芯まで温まる感じで、肌がスベスベになった感じがしました。,positive
バイクの駐車場所を配慮いただき、大変助かりました。,positive
展望風呂は全般に温めで外が寒いとよほど長くつからないと温まりません。,negative
"特に夕ご飯では、和食のお膳にカルパッチョなどの洋皿のお料理が2,3種付きとても目新しくおいしく楽しませてもらいました。",positive
広さも高さもシングでは十分です。,positive
